NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
103300,Thomasville City,1,AL,111,56,-0.076,-0.347,0.023,0.027,-0.242,-1.084,0.067,0.085,-1.011,-1.258,-0.514,0.744,36562,25384,38928,0.575,0.428,0.003,0.007,0.561,0
103330,Troy City,1,AL,158,79,-0.017,-0.256,0.021,0.025,-0.050,-0.799,0.061,0.077,-0.969,-1.416,-0.403,1.012,32031,11990,20503,0.308,0.627,0.025,0.030,0.318,0
103360,Tuscaloosa City,1,AL,761,380,-0.073,-0.307,0.017,0.019,-0.220,-0.960,0.048,0.060,-1.226,-1.462,-0.980,0.483,42321,15056,20102,0.270,0.722,0.029,0.014,0.234,1
103390,Tuscaloosa County,1,AL,1367,683,-0.011,-0.272,0.016,0.018,-0.039,-0.847,0.045,0.056,-0.037,-0.575,0.457,1.032,64537,23423,38413,0.544,0.277,0.036,0.008,0.678,1
103420,Tuscumbia City,1,AL,121,61,-0.021,-0.281,0.022,0.026,-0.073,-0.872,0.065,0.082,-1.081,-1.592,-0.578,1.014,47624,16855,33580,0.778,0.255,0.008,0.003,0.735,0
103430,Vestavia Hills City,1,AL,508,254,0.117,-0.179,0.021,0.025,0.336,-0.558,0.062,0.078,1.884,0.789,3.174,2.385,122806,36029,63324,0.655,0.075,0.025,0.056,0.843,1
103450,Walker County,1,AL,615,308,0.009,-0.254,0.017,0.020,0.019,-0.790,0.049,0.062,-1.714,-2.262,-1.134,1.128,41649,16581,31921,0.617,0.055,0.014,0.003,0.928,1
103480,Washington County,1,AL,250,125,-0.016,-0.277,0.019,0.022,-0.048,-0.861,0.056,0.070,-1.127,-1.750,-0.518,1.232,50278,20344,40598,0.857,0.275,0.006,0.099,0.621,0
103510,Wilcox County,1,AL,146,73,-0.142,-0.351,0.021,0.025,-0.423,-1.100,0.061,0.077,-3.420,-3.656,-3.082,0.574,22282,15947,23942,0.332,0.994,0.000,0.000,0.006,0
103540,Winfield City,1,AL,101,50,0.050,-0.209,0.025,0.029,0.139,-0.651,0.073,0.092,-0.963,-1.507,-0.488,1.019,47656,24753,29697,0.235,0.044,0.022,0.006,0.929,0
103580,Winston County,1,AL,204,102,-0.025,-0.296,0.020,0.024,-0.085,-0.918,0.059,0.074,-1.374,-1.877,-0.864,1.013,43124,18135,24955,0.438,0.003,0.010,0.003,0.985,0
200001,Lower Kuskokwim School District,2,AK,312,156,0.034,-0.197,0.018,0.020,0.098,-0.614,0.051,0.064,-1.216,-1.151,-1.258,-0.107,57142,20954,22042,0.057,0.002,0.005,0.960,0.034,0
200003,Lower Yukon School District,2,AK,155,78,-0.019,-0.226,0.020,0.023,-0.067,-0.707,0.058,0.073,-2.918,-2.782,-3.013,-0.230,38999,11703,11825,0.091,0.000,0.000,0.997,0.003,0
200004,Yupiit School District,2,AK,44,22,-0.026,-0.260,0.040,0.047,-0.076,-0.802,0.117,0.147,-3.384,-3.062,-3.641,-0.579,41250,8988,10057,0.328,0.000,0.000,0.991,0.009,0
200020,Bering Strait School District,2,AK,124,62,0.029,-0.191,0.021,0.024,0.064,-0.590,0.059,0.075,-2.843,-2.650,-3.005,-0.355,34106,11670,14810,0.125,0.000,0.000,0.989,0.010,0
200060,Cordova City School District,2,AK,43,22,0.031,-0.237,0.040,0.047,0.084,-0.732,0.116,0.146,0.017,0.490,-0.392,-0.882,,36752.523,34019.469,0.132,0.007,0.064,0.308,0.621,0
200070,Copper River School District,2,AK,44,22,0.016,-0.268,0.038,0.044,0.047,-0.830,0.110,0.139,-0.393,-0.849,0.293,1.142,61499.902,20239.803,45943.207,1.023,0.008,0.006,0.413,0.572,0
200090,Craig City School District,2,AK,54,27,0.066,-0.221,0.032,0.037,0.190,-0.687,0.090,0.116,-0.687,-1.609,0.210,1.819,55332.801,16695.750,39269.980,0.773,0.017,0.024,0.260,0.698,0
200100,Delta/Greely School District,2,AK,63,31,0.082,-0.193,0.025,0.030,0.243,-0.600,0.073,0.093,0.357,-0.501,0.873,1.374,76874.922,27880.377,47604.742,0.625,0.025,0.051,0.056,0.869,0
200120,Dillingham City School District,2,AK,45,23,0.039,-0.249,0.039,0.045,0.109,-0.768,0.112,0.140,1.444,1.765,1.121,-0.644,81666.398,41372.273,44165.832,0.137,0.004,0.008,0.845,0.143,0
200150,Ketchikan Gateway Borough School District,2,AK,158,79,0.024,-0.266,0.020,0.023,0.053,-0.827,0.057,0.072,-0.001,-0.234,0.310,0.544,79411.586,26270.127,45451.129,0.612,0.010,0.034,0.422,0.534,0
200180,Anchorage School District,2,AK,3614,1807,0.026,-0.264,0.014,0.016,0.058,-0.831,0.040,0.050,0.662,0.200,1.130,0.930,80728.383,29991.561,44382.645,0.460,0.077,0.135,0.246,0.541,1
200210,Juneau Borough School District,2,AK,355,177,0.074,-0.224,0.017,0.020,0.206,-0.701,0.050,0.063,0.894,0.629,1.166,0.537,87683.320,30926.412,40014.641,0.327,0.015,0.063,0.325,0.597,0
200240,Sitka School District,2,AK,99,49,-0.008,-0.317,0.024,0.028,-0.026,-0.989,0.069,0.088,0.514,0.227,0.790,0.563,70337.148,24771.820,41476.977,0.533,0.008,0.038,0.423,0.531,0
200390,Kenai Peninsula Borough School District,2,AK,666,333,0.043,-0.237,0.016,0.018,0.118,-0.742,0.045,0.057,-0.392,-0.681,-0.106,0.575,70231.461,21137.910,41809.297,0.578,0.005,0.038,0.133,0.824,1
200480,Kodiak Island Borough School District,2,AK,181,91,-0.011,-0.315,0.020,0.023,-0.042,-0.984,0.057,0.072,-0.222,-0.603,0.125,0.729,62026.891,23061.117,35459.090,0.558,0.008,0.081,0.498,0.412,0
200510,Matanuska-Susitna Borough School District,2,AK,1276,638,0.042,-0.249,0.015,0.017,0.103,-0.783,0.042,0.053,-0.195,-0.634,0.196,0.829,75221.883,23566.191,44389.082,0.560,0.020,0.031,0.173,0.776,1
200570,Nome Public Schools,2,AK,54,27,0.028,-0.251,0.027,0.032,0.075,-0.779,0.079,0.101,0.254,0.419,0.117,-0.302,101041.625,38665.934,40696.582,0.129,0.007,0.011,0.812,0.170,0
200600,Fairbanks North Star Borough School District,2,AK,1061,531,0.038,-0.240,0.015,0.017,0.097,-0.753,0.043,0.054,0.335,-0.126,0.753,0.879,80372.273,26575.691,39876.918,0.495,0.067,0.083,0.160,0.690,1
200610,North Slope Borough School District,2,AK,124,62,-0.027,-0.272,0.021,0.025,-0.084,-0.845,0.062,0.078,-1.584,-1.144,-1.912,-0.768,72499.164,19872.471,21235.461,0.043,0.005,0.008,0.945,0.042,0
200625,Northwest Arctic Borough School District,2,AK,142,71,-0.066,-0.300,0.021,0.024,-0.201,-0.933,0.060,0.076,-1.619,-1.319,-1.798,-0.479,51578.789,22438.539,25302.971,0.166,0.002,0.001,0.961,0.035,0
200660,Petersburg City School District,2,AK,44,22,0.039,-0.245,0.038,0.044,0.111,-0.757,0.109,0.139,0.447,0.441,0.422,-0.019,,26261.217,34374.125,0.595,0.016,0.059,0.265,0.660,0
200710,Southwest Region School District,2,AK,50,25,0.004,-0.213,0.029,0.034,0.004,-0.659,0.084,0.108,-2.949,-2.064,-3.680,-1.616,44624.074,14230.077,10790.500,-0.041,0.000,0.000,0.981,0.019,0
200770,Denali Borough School District,2,AK,55,27,0.088,-0.196,0.036,0.042,0.253,-0.605,0.104,0.132,1.577,0.538,2.066,1.528,,21327.594,65963.758,1.074,0.031,0.038,0.075,0.856,0
200780,Valdez City School District,2,AK,51,26,0.029,-0.272,0.029,0.034,0.084,-0.848,0.084,0.108,0.255,-0.428,0.671,1.099,85832.898,25460.434,44490.254,0.929,0.005,0.048,0.201,0.746,0
200862,Yukon/Koyukuk School District,2,AK,95,47,-0.024,-0.281,0.027,0.032,-0.084,-0.874,0.076,0.099,-2.627,-1.496,-3.489,-1.993,31666.334,17041.865,11819.447,-0.137,0.024,0.022,0.339,0.615,0
400004,Clarkdale-Jerome Elementary District,4,AZ,51,26,0.047,-0.232,0.030,0.035,0.130,-0.719,0.088,0.110,0.039,-0.215,0.290,0.505,60599.957,21311.975,37499.500,0.618,0.008,0.208,0.095,0.688,0
400600,Alhambra Elementary District,4,AZ,1633,816,0.023,-0.186,0.015,0.017,0.070,-0.580,0.042,0.053,-1.790,-2.400,-1.298,1.101,30244.205,16449.906,24204.936,0.413,0.074,0.796,0.058,0.072,1
400840,Arlington Elementary District,4,AZ,45,23,0.053,-0.181,0.040,0.047,0.159,-0.562,0.116,0.146,-2.159,-3.504,-1.062,2.442,22707.791,20520.625,32360.639,0.537,0.009,0.654,0.019,0.318,0
400960,Avondale Elementary District,4,AZ,774,387,0.012,-0.235,0.015,0.018,0.038,-0.732,0.044,0.056,-0.370,-0.865,0.119,0.983,60742.523,27994.809,37620.402,0.406,0.119,0.573,0.035,0.272,1
401050,Balsz Elementary District,4,AZ,313,156,0.053,-0.159,0.018,0.021,0.147,-0.492,0.052,0.065,-0.543,-1.055,-0.046,1.009,25306.957,25985.344,31235.047,0.271,0.178,0.663,0.060,0.098,0
401080,Beaver Creek Elementary District,4,AZ,44,22,0.019,-0.227,0.040,0.046,0.049,-0.701,0.115,0.145,-0.615,-0.300,-0.994,-0.695,,26566.354,26345.885,0.087,0.012,0.344,0.047,0.596,0
401380,Buckeye Elementary District,4,AZ,546,273,0.006,-0.233,0.016,0.019,0.008,-0.728,0.047,0.058,-0.765,-0.988,-0.591,0.397,60225.547,24336.490,39554.813,0.562,0.087,0.529,0.027,0.357,1
401500,Bullhead City School District,4,AZ,403,201,0.050,-0.173,0.017,0.020,0.147,-0.539,0.048,0.061,-1.613,-1.940,-1.257,0.683,30517.139,16609.432,24654.859,0.321,0.025,0.395,0.021,0.558,1
401680,Cartwright Elementary District,4,AZ,2245,1122,0.017,-0.196,0.014,0.016,0.049,-0.615,0.041,0.051,-1.672,-2.326,-1.105,1.221,35842.371,17705.615,24057.893,0.407,0.042,0.897,0.015,0.046,1
401710,Casa Grande Elementary District,4,AZ,874,437,0.041,-0.200,0.015,0.018,0.121,-0.620,0.044,0.055,-0.584,-1.219,0.041,1.260,43966.598,20480.020,33947.422,0.487,0.043,0.592,0.077,0.288,1
402250,Continental Elementary District,4,AZ,58,29,0.013,-0.237,0.027,0.032,0.039,-0.737,0.079,0.100,-1.340,-1.876,-0.699,1.177,34999.000,14434.008,25668.656,0.543,0.020,0.455,0.022,0.502,0
402370,Cottonwood-Oak Creek Elementary District,4,AZ,291,146,0.075,-0.180,0.018,0.021,0.212,-0.560,0.051,0.065,-0.553,-0.950,-0.115,0.835,39733.094,19757.160,27767.686,0.326,0.010,0.334,0.024,0.632,0
402400,Crane Elementary District,4,AZ,711,355,0.024,-0.225,0.016,0.018,0.073,-0.702,0.045,0.057,-0.582,-1.365,0.150,1.516,45999.801,18938.645,33822.934,0.568,0.021,0.778,0.031,0.171,1
402430,Creighton Elementary District,4,AZ,751,375,0.029,-0.192,0.015,0.018,0.082,-0.598,0.045,0.056,-1.091,-1.503,-0.718,0.785,24403.881,21360.215,25991.422,0.224,0.051,0.845,0.043,0.062,1
402790,Eloy Elementary District,4,AZ,115,57,0.049,-0.152,0.021,0.025,0.150,-0.477,0.062,0.079,-2.629,-3.026,-2.169,0.857,24599.080,17459.016,19693.133,0.193,0.074,0.816,0.040,0.070,0
403060,Fowler Elementary District,4,AZ,508,254,0.015,-0.218,0.016,0.019,0.046,-0.679,0.047,0.059,-0.899,-1.478,-0.349,1.129,41969.305,24020.557,32882.699,0.375,0.082,0.803,0.021,0.093,1
403240,Gadsden Elementary District,4,AZ,630,315,0.021,-0.179,0.016,0.019,0.062,-0.563,0.046,0.058,-3.045,-3.761,-2.273,1.488,30689.518,10238.122,16641.738,0.523,0.000,0.995,0.001,0.004,1
403420,Glendale Elementary District,4,AZ,1462,731,-0.008,-0.239,0.015,0.017,-0.021,-0.747,0.042,0.053,-1.089,-1.520,-0.688,0.832,37454.055,22076.721,27416.596,0.266,0.091,0.728,0.048,0.133,1
403960,Isaac Elementary District,4,AZ,762,381,0.000,-0.208,0.016,0.018,-0.006,-0.647,0.045,0.056,-2.065,-2.658,-1.557,1.102,27758.070,16522.660,22930.484,0.432,0.022,0.953,0.010,0.015,1
404230,Kyrene Elementary District,4,AZ,2276,1138,0.096,-0.194,0.014,0.017,0.281,-0.605,0.041,0.051,1.660,0.780,2.642,1.862,82954.227,35313.438,52609.430,0.496,0.104,0.206,0.122,0.568,1
404290,Laveen Elementary District,4,AZ,711,356,0.011,-0.238,0.016,0.018,0.030,-0.739,0.045,0.057,0.579,0.005,1.141,1.136,54599.543,32383.828,41127.273,0.361,0.226,0.549,0.082,0.143,1
404320,Liberty Elementary District,4,AZ,431,216,0.065,-0.208,0.017,0.019,0.186,-0.645,0.048,0.061,0.598,-0.339,1.539,1.878,75744.016,34336.148,49471.582,0.602,0.051,0.417,0.027,0.505,1
404380,Litchfield Elementary District,4,AZ,1294,647,0.047,-0.229,0.015,0.017,0.133,-0.709,0.042,0.053,0.423,-0.362,1.441,1.803,76177.086,30755.916,48774.676,0.508,0.104,0.348,0.063,0.484,1
404440,Littleton Elementary District,4,AZ,630,315,0.021,-0.216,0.016,0.018,0.057,-0.672,0.046,0.058,-0.210,-0.628,0.194,0.822,54354.402,26512.965,32882.219,0.304,0.114,0.700,0.036,0.149,1
404500,Madison Elementary District,4,AZ,715,357,0.082,-0.189,0.016,0.018,0.232,-0.587,0.046,0.057,0.811,0.490,1.131,0.641,67325.094,35195.961,41445.656,0.227,0.066,0.337,0.069,0.528,1
404770,Altar Valley Elementary District,4,AZ,75,37,0.069,-0.159,0.024,0.029,0.192,-0.487,0.071,0.090,-1.763,-2.381,-1.239,1.142,33749.250,17756.309,32550.252,0.608,0.010,0.514,0.067,0.408,0
405190,Mohave Valley Elementary District,4,AZ,223,112,-0.001,-0.261,0.018,0.022,-0.006,-0.808,0.054,0.068,-1.145,-1.472,-0.817,0.655,57499.250,20938.465,27743.779,0.362,0.014,0.236,0.093,0.657,0
405400,Murphy Elementary District,4,AZ,220,110,0.066,-0.130,0.019,0.022,0.197,-0.411,0.054,0.069,-3.691,-4.023,-3.491,0.533,26704.203,16457.750,17473.926,0.152,0.021,0.947,0.007,0.025,0
405430,Naco Elementary District,4,AZ,45,22,0.037,-0.165,0.040,0.047,0.108,-0.515,0.116,0.146,-2.262,-3.042,-1.554,1.487,47249.547,15892.500,20576.691,0.276,0.000,0.965,0.004,0.030,0
405640,Oracle Elementary District,4,AZ,59,30,0.029,-0.240,0.027,0.032,0.091,-0.742,0.078,0.100,-0.447,-1.261,0.574,1.835,,22145.605,41365.113,0.511,0.009,0.523,0.028,0.440,0
405670,Osborn Elementary District,4,AZ,395,197,0.021,-0.210,0.017,0.020,0.060,-0.656,0.050,0.063,-0.581,-0.912,-0.297,0.615,27036.631,28283.598,31300.885,0.178,0.105,0.652,0.110,0.134,0
405850,Palo Verde Elementary District,4,AZ,56,28,0.079,-0.154,0.030,0.035,0.229,-0.474,0.087,0.111,-0.196,-1.059,0.509,1.568,56999.301,18928.000,35532.680,0.536,0.023,0.548,0.019,0.410,0
405880,Palominas Elementary District,4,AZ,120,60,0.072,-0.178,0.021,0.025,0.211,-0.549,0.062,0.078,-0.106,-0.523,0.367,0.890,55499.449,24574.787,31249.750,0.245,0.029,0.295,0.026,0.650,0
406210,Pendergast Elementary District,4,AZ,1151,576,-0.021,-0.282,0.015,0.017,-0.065,-0.880,0.042,0.053,-0.227,-0.645,0.166,0.811,51962.766,26959.607,34611.469,0.302,0.085,0.698,0.036,0.181,1
406300,Phoenix Elementary District,4,AZ,1032,516,-0.004,-0.243,0.015,0.017,-0.020,-0.758,0.043,0.055,-1.677,-1.726,-1.624,0.102,22296.838,21652.039,23996.797,0.135,0.096,0.743,0.048,0.113,1
406900,Red Rock Elementary District,4,AZ,46,23,0.034,-0.231,0.039,0.045,0.098,-0.713,0.113,0.141,0.291,-0.037,0.556,0.593,67874.477,29721.277,43145.922,0.461,0.052,0.223,0.021,0.704,0
407020,Riverside Elementary District,4,AZ,88,44,0.070,-0.148,0.024,0.028,0.199,-0.459,0.068,0.086,-0.644,-1.389,-0.074,1.315,42631.051,21249.500,34399.410,0.609,0.143,0.783,0.027,0.047,0
407080,Roosevelt Elementary District,4,AZ,1464,732,0.010,-0.220,0.015,0.017,0.027,-0.684,0.042,0.053,-0.901,-1.323,-0.489,0.834,36120.465,24937.664,30148.432,0.241,0.154,0.768,0.026,0.052,1
407200,Sacaton Elementary District,4,AZ,66,33,0.024,-0.205,0.027,0.031,0.065,-0.631,0.077,0.098,-3.076,-2.685,-3.434,-0.749,28332.666,19039.385,18999.400,0.028,0.002,0.025,0.970,0.003,0
407890,Somerton Elementary District,4,AZ,298,149,-0.009,-0.218,0.018,0.021,-0.031,-0.681,0.052,0.065,-2.454,-2.995,-2.016,0.979,36141.078,11403.332,22823.230,0.539,0.004,0.951,0.032,0.014,0
408130,Stanfield Elementary District,4,AZ,66,33,-0.042,-0.276,0.025,0.030,-0.117,-0.857,0.073,0.093,-1.170,-1.991,-0.581,1.410,42999.402,23103.207,34091.648,0.333,0.009,0.709,0.156,0.126,0
408310,Tempe School District,4,AZ,1373,687,0.071,-0.175,0.015,0.017,0.201,-0.547,0.042,0.053,-0.273,-0.799,0.201,0.999,40934.395,18604.539,25176.713,0.280,0.123,0.513,0.107,0.257,1
408490,Tolleson Elementary District,4,AZ,300,150,0.012,-0.225,0.018,0.021,0.038,-0.704,0.051,0.064,-0.979,-1.375,-0.596,0.780,41624.676,23141.410,29246.986,0.375,0.094,0.811,0.037,0.059,0
408550,Toltec Elementary District,4,AZ,131,66,0.033,-0.206,0.021,0.025,0.104,-0.644,0.062,0.078,-0.623,-0.980,-0.223,0.756,41730.422,23430.285,31700.691,0.356,0.062,0.567,0.048,0.323,0
408820,Union Elementary District,4,AZ,292,146,0.007,-0.235,0.018,0.021,0.026,-0.732,0.051,0.065,-0.101,-0.538,0.315,0.853,48499.301,29857.520,34076.961,0.321,0.144,0.715,0.047,0.095,0
409060,Washington Elementary School District,4,AZ,2668,1334,0.029,-0.231,0.014,0.016,0.085,-0.716,0.040,0.051,-0.369,-0.806,0.050,0.857,43071.816,25179.010,30114.852,0.235,0.079,0.493,0.074,0.355,1
409090,Wellton Elementary District,4,AZ,48,24,0.027,-0.203,0.038,0.045,0.078,-0.629,0.111,0.141,-1.384,-2.499,-0.480,2.019,42999.398,12692.230,29322.051,0.577,0.018,0.698,0.005,0.279,0
409390,Wilson Elementary District,4,AZ,125,63,0.087,-0.116,0.021,0.025,0.255,-0.365,0.061,0.077,-3.061,-3.672,-2.771,0.901,25999.801,17411.316,21332.801,0.215,0.037,0.930,0.012,0.021,0
409600,Yuma Elementary District,4,AZ,1171,586,0.010,-0.223,0.015,0.017,0.025,-0.696,0.043,0.054,-0.976,-1.636,-0.336,1.300,39611.754,18999.092,27928.092,0.452,0.029,0.678,0.027,0.266,1
500001,Dewitt School District,5,AR,107,53,-0.034,-0.284,0.023,0.027,-0.106,-0.884,0.066,0.084,-0.666,-1.153,-0.242,0.911,47249.551,20530.762,29695.490,0.428,0.144,0.033,0.002,0.821,0
500006,Warren School District,5,AR,122,61,-0.062,-0.287,0.021,0.025,-0.179,-0.896,0.061,0.078,-1.301,-1.572,-1.001,0.571,32499.500,17402.313,26448.574,0.357,0.334,0.205,0.003,0.458,0
500009,Corning School District,5,AR,76,38,0.029,-0.218,0.025,0.029,0.087,-0.683,0.071,0.090,-1.702,-2.163,-1.284,0.879,47114.961,17215.021,23839.824,0.519,0.005,0.016,0.002,0.976,0
500012,Riverside School District,5,AR,63,31,0.019,-0.240,0.026,0.030,0.053,-0.745,0.075,0.095,-1.174,-1.858,-0.495,1.363,36749.652,17936.572,29464.516,0.690,0.016,0.033,0.000,0.951,0
500015,Sheridan School District,5,AR,328,164,-0.029,-0.283,0.018,0.021,-0.092,-0.891,0.051,0.064,-0.137,-0.505,0.226,0.731,65504.219,24103.795,35573.656,0.456,0.023,0.030,0.020,0.926,0
500016,Marmaduke School District,5,AR,56,28,-0.057,-0.336,0.027,0.031,-0.172,-1.051,0.077,0.098,-1.115,-1.781,-0.408,1.373,44499.098,21094.922,27672.732,0.414,0.006,0.020,0.003,0.971,0
500017,Paragould School District,5,AR,227,113,-0.002,-0.259,0.019,0.023,-0.013,-0.814,0.056,0.071,-1.219,-1.741,-0.696,1.045,34395.672,17823.000,27516.619,0.430,0.023,0.050,0.003,0.924,0
500019,Batesville School District,5,AR,224,112,0.040,-0.219,0.020,0.023,0.112,-0.685,0.057,0.072,-0.723,-1.116,-0.328,0.788,52634.871,17164.436,28252.488,0.536,0.057,0.137,0.025,0.781,0
500020,Midland School District,5,AR,45,22,-0.037,-0.298,0.038,0.044,-0.109,-0.928,0.110,0.138,-0.872,-1.497,-0.281,1.216,48213.645,17023.000,31421.283,0.594,0.011,0.024,0.009,0.956,0
500021,Izard Co. Cons. School Dist.,5,AR,45,23,0.047,-0.190,0.038,0.044,0.135,-0.586,0.109,0.138,-1.684,-2.017,-1.408,0.609,34614.461,14116.417,21552.410,0.336,0.010,0.038,0.007,0.945,0
500023,Newport School District,5,AR,101,50,-0.046,-0.266,0.023,0.027,-0.146,-0.829,0.065,0.083,-2.467,-2.851,-2.096,0.755,24422.189,14606.300,22769.629,0.284,0.384,0.059,0.006,0.552,0
500026,Pine Bluff School District,5,AR,370,185,-0.035,-0.232,0.017,0.020,-0.106,-0.723,0.049,0.062,-1.383,-1.491,-1.158,0.333,32295.459,18465.016,28121.068,0.318,0.968,0.007,0.003,0.022,0
500028,Star City School District,5,AR,127,63,-0.022,-0.246,0.022,0.025,-0.076,-0.774,0.063,0.080,-2.156,-1.717,-2.392,-0.675,35945.758,18114.619,22416.434,0.236,0.224,0.065,0.004,0.707,0
500029,Gosnell School District,5,AR,108,54,0.051,-0.174,0.022,0.026,0.135,-0.545,0.064,0.081,-1.030,-1.297,-0.763,0.534,39090.090,17615.695,33445.258,0.669,0.231,0.060,0.006,0.703,0
500032,Bearden School District,5,AR,46,23,-0.011,-0.246,0.034,0.040,-0.039,-0.763,0.098,0.125,-1.033,-0.754,-1.233,-0.478,42221.777,22879.750,26350.535,0.266,0.422,0.012,0.001,0.565,0
500041,Western Yell Co. School Dist.,5,AR,42,21,0.019,-0.242,0.039,0.046,0.053,-0.753,0.114,0.144,-1.319,-2.365,-0.442,1.923,34061.688,15879.930,27989.094,0.632,0.004,0.219,0.058,0.718,0
500042,Hamburg School District,5,AR,153,76,0.035,-0.189,0.021,0.024,0.101,-0.593,0.060,0.076,-1.504,-1.950,-0.960,0.991,38392.180,17247.934,36236.867,0.868,0.246,0.121,0.001,0.632,0
500043,Mountain Home School District,5,AR,304,152,-0.034,-0.304,0.018,0.021,-0.101,-0.953,0.052,0.065,-0.798,-1.206,-0.328,0.878,37570.914,18456.896,23757.693,0.291,0.002,0.032,0.007,0.958,0
500044,Magnolia School District,5,AR,209,105,-0.037,-0.278,0.020,0.024,-0.111,-0.869,0.058,0.074,-1.394,-1.792,-0.885,0.907,32777.223,15988.410,24411.627,0.427,0.548,0.033,0.008,0.411,0
500045,So. Miss. County School Dist.,5,AR,102,51,0.012,-0.214,0.022,0.026,0.033,-0.670,0.063,0.080,-1.691,-2.124,-1.246,0.878,35249.953,17074.641,26533.783,0.456,0.294,0.053,0.004,0.649,0
500046,Manila School District,5,AR,79,39,0.007,-0.243,0.024,0.028,0.008,-0.758,0.069,0.088,-1.260,-1.292,-0.868,0.424,,15998.791,31373.896,0.829,0.001,0.060,0.001,0.939,0
500047,Trumann School District,5,AR,119,59,-0.010,-0.236,0.023,0.027,-0.038,-0.741,0.066,0.083,-1.743,-2.385,-1.067,1.318,27726.729,16709.316,24928.152,0.547,0.098,0.050,0.005,0.847,0
500048,East Poinsett Co. School Dist.,5,AR,56,28,-0.002,-0.243,0.026,0.030,-0.022,-0.760,0.075,0.095,-2.128,-2.287,-1.921,0.367,25499.900,16808.979,26140.123,0.273,0.109,0.064,0.001,0.826,0
500049,Dequeen School District,5,AR,189,94,0.040,-0.183,0.019,0.023,0.112,-0.574,0.056,0.071,-1.472,-1.616,-1.319,0.297,31309.262,16908.232,19756.424,0.278,0.039,0.597,0.024,0.340,0
500051,Palestine-Wheatley Sch. Dist.,5,AR,54,27,-0.043,-0.287,0.030,0.035,-0.138,-0.892,0.086,0.109,-1.469,-1.802,-1.058,0.744,29999.000,19012.555,26269.588,0.433,0.189,0.020,0.001,0.790,0
500065,Lafayette County School District,5,AR,58,29,-0.122,-0.340,0.027,0.031,-0.351,-1.063,0.077,0.098,-1.644,-1.659,-1.648,0.010,33499.301,16999.199,22708.250,0.253,0.607,0.022,0.001,0.370,0
500067,Cleveland County School Dist.,5,AR,69,34,-0.085,-0.324,0.025,0.029,-0.252,-1.011,0.072,0.091,-0.796,-1.364,-0.263,1.100,45937.313,21629.783,29268.152,0.494,0.262,0.012,0.000,0.726,0
500068,Emerson-Taylor School District,5,AR,62,31,-0.040,-0.311,0.028,0.033,-0.125,-0.974,0.081,0.102,-0.161,-0.644,0.285,0.928,67455.383,24711.953,36741.227,0.632,0.153,0.017,0.008,0.822,0
500070,Cedar Ridge School District,5,AR,65,32,-0.028,-0.304,0.026,0.030,-0.091,-0.950,0.074,0.095,-0.977,-1.537,-0.577,0.960,43881.574,17190.057,30939.119,0.601,0.018,0.019,0.013,0.950,0
500071,Hillcrest School District,5,AR,47,23,0.035,-0.228,0.041,0.047,0.097,-0.706,0.118,0.148,-1.259,-1.719,-0.817,0.902,37499.500,19027.166,29313.654,0.520,0.000,0.008,0.000,0.992,0
500073,Ouachita River School District,5,AR,55,28,-0.067,-0.338,0.027,0.032,-0.202,-1.056,0.079,0.100,-0.477,-1.280,0.302,1.582,39624.074,14709.261,25612.123,0.475,0.006,0.027,0.022,0.945,0
500076,Ozark Mountain School District,5,AR,54,27,0.012,-0.247,0.031,0.036,0.028,-0.769,0.088,0.113,-1.223,-1.780,-0.654,1.126,45545.344,16984.502,22352.000,0.309,0.001,0.026,0.024,0.950,0
500079,Two Rivers School District,5,AR,65,32,-0.098,-0.342,0.025,0.030,-0.288,-1.072,0.073,0.093,-1.172,-1.668,-0.653,1.015,42082.918,17706.529,25952.578,0.353,0.004,0.094,0.008,0.894,0
502250,Alma School District,5,AR,260,130,0.077,-0.175,0.018,0.021,0.216,-0.551,0.052,0.065,-0.445,-0.717,-0.178,0.539,50384.578,21005.516,32052.779,0.582,0.016,0.027,0.013,0.944,0
502280,Alpena School District,5,AR,48,24,0.038,-0.222,0.033,0.039,0.107,-0.692,0.097,0.122,-0.678,-1.249,-0.306,0.943,52642.594,16627.639,30946.557,0.524,0.008,0.025,0.003,0.965,0
