NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
4015240,Hulbert,40,OK,49,25,0.079,-0.184,0.034,0.039,0.230,-0.567,0.098,0.124,-0.582,-0.707,-0.449,0.258,34165.832,25548.670,26812.824,0.046,0.009,0.075,0.602,0.314,0
4015370,Idabel,40,OK,82,41,0.063,-0.158,0.023,0.027,0.183,-0.486,0.066,0.083,-2.024,-2.048,-1.940,0.108,19192.709,15540.039,18999.400,0.210,0.351,0.155,0.221,0.273,0
4015480,Inola,40,OK,93,47,0.102,-0.169,0.022,0.025,0.291,-0.523,0.062,0.079,0.055,-0.268,0.327,0.595,52333.102,25296.971,33743.695,0.419,0.017,0.049,0.269,0.665,0
4015690,Jay,40,OK,121,61,0.035,-0.220,0.021,0.024,0.100,-0.682,0.060,0.075,-1.726,-1.631,-1.836,-0.205,30227.229,14824.652,17488.924,0.156,0.007,0.092,0.580,0.321,0
4015720,Jenks,40,OK,786,393,0.020,-0.258,0.015,0.018,0.051,-0.796,0.044,0.056,1.060,0.085,2.105,2.019,87308.180,24122.279,45115.281,0.647,0.088,0.103,0.161,0.648,1
4015840,Jones,40,OK,85,43,0.017,-0.272,0.022,0.026,0.053,-0.842,0.065,0.083,0.065,-0.407,0.608,1.015,72528.578,30222.559,37110.426,0.404,0.054,0.089,0.082,0.776,0
4015930,Justus-Tiawah,40,OK,58,29,-0.024,-0.324,0.026,0.031,-0.064,-1.000,0.076,0.097,-0.128,-0.691,0.693,1.384,74999.000,28394.842,45138.859,0.610,0.005,0.047,0.266,0.683,0
4015990,Kansas,40,OK,61,31,0.021,-0.262,0.025,0.029,0.068,-0.808,0.072,0.092,-0.670,-0.992,-0.409,0.583,51307.563,19717.861,31971.035,0.726,0.012,0.019,0.612,0.357,0
4016170,Kellyville,40,OK,84,42,0.020,-0.250,0.022,0.026,0.048,-0.774,0.065,0.082,-0.441,-1.078,0.119,1.198,57186.781,20630.279,36277.523,0.616,0.006,0.044,0.229,0.721,0
4016380,Ketchum,40,OK,45,23,-0.053,-0.344,0.031,0.036,-0.156,-1.066,0.088,0.113,-0.941,-1.098,-0.815,0.283,51749.824,17047.053,28323.510,0.421,0.005,0.025,0.515,0.455,0
4016470,Keystone,40,OK,50,25,0.030,-0.256,0.037,0.044,0.078,-0.791,0.108,0.137,-0.180,-0.897,0.404,1.301,65653.469,21369.645,46565.109,0.755,0.013,0.025,0.164,0.797,0
4016500,Kiefer,40,OK,46,23,0.033,-0.232,0.035,0.041,0.092,-0.716,0.103,0.128,-0.036,-0.538,0.393,0.932,50999.898,21484.914,37229.285,0.701,0.007,0.066,0.233,0.695,0
4016560,Kingfisher,40,OK,92,46,0.090,-0.202,0.022,0.026,0.265,-0.626,0.063,0.080,-0.005,-0.978,0.888,1.866,48653.113,18073.301,35582.078,0.697,0.006,0.166,0.148,0.680,0
4016590,Kingston,40,OK,82,41,0.054,-0.228,0.023,0.027,0.151,-0.701,0.066,0.083,-0.836,-1.338,-0.275,1.063,54411.324,18862.160,26971.826,0.338,0.006,0.039,0.505,0.450,0
4016710,Konawa,40,OK,53,27,-0.001,-0.273,0.029,0.034,0.002,-0.842,0.083,0.106,-1.620,-1.943,-1.381,0.562,43699.262,18999.400,28882.203,0.400,0.020,0.014,0.415,0.551,0
4016720,Krebs,40,OK,41,21,0.016,-0.243,0.040,0.047,0.044,-0.750,0.117,0.146,-0.993,-1.234,-0.744,0.491,34999.000,17088.205,27212.672,0.446,0.011,0.072,0.277,0.640,0
4017190,Latta,40,OK,57,29,-0.017,-0.293,0.025,0.030,-0.048,-0.903,0.073,0.093,0.118,0.065,0.213,0.147,61699.887,24885.408,34889.371,0.579,0.007,0.058,0.407,0.528,0
4017250,Lawton,40,OK,1090,545,0.030,-0.217,0.015,0.017,0.087,-0.674,0.042,0.053,-0.753,-1.433,-0.051,1.382,39695.488,16900.771,27000.555,0.382,0.307,0.153,0.096,0.444,1
4017580,Lexington,40,OK,80,40,0.020,-0.211,0.023,0.027,0.050,-0.651,0.066,0.084,-2.231,-1.591,-2.379,-0.788,48061.887,17049.180,18990.367,-0.013,0.009,0.090,0.129,0.773,0
4017700,Liberty,40,OK,40,20,-0.001,-0.252,0.041,0.047,-0.007,-0.779,0.119,0.148,-1.571,-1.592,-1.643,-0.051,34784.758,19489.945,28301.809,0.420,0.006,0.032,0.241,0.721,0
4017760,Liberty,40,OK,48,24,0.058,-0.211,0.035,0.041,0.168,-0.649,0.101,0.129,-0.222,-0.824,0.447,1.271,71165.922,23673.771,35760.715,0.192,0.009,0.080,0.305,0.606,0
4017850,Lindsay,40,OK,85,42,0.057,-0.217,0.022,0.026,0.161,-0.669,0.065,0.082,-0.436,-1.415,0.433,1.848,54210.105,17593.246,36915.504,0.672,0.005,0.051,0.246,0.698,0
4017880,Little Axe,40,OK,87,44,0.042,-0.224,0.022,0.026,0.123,-0.691,0.065,0.082,-0.577,-1.482,0.336,1.818,57249.277,20909.961,29072.221,0.416,0.011,0.041,0.230,0.717,0
4018000,Locust Grove,40,OK,107,53,0.021,-0.263,0.021,0.024,0.065,-0.815,0.060,0.076,-0.980,-1.419,-0.517,0.901,54234.871,20109.332,37479.012,0.590,0.002,0.019,0.616,0.363,0
4018090,Lone Grove,40,OK,109,55,-0.019,-0.307,0.021,0.024,-0.054,-0.948,0.060,0.076,-0.479,-0.910,0.070,0.979,54073.668,19400.281,27636.668,0.344,0.030,0.051,0.174,0.745,0
4018240,Lone Star,40,OK,85,42,0.052,-0.224,0.022,0.026,0.148,-0.690,0.065,0.082,-0.154,-1.220,0.798,2.018,61363.543,21556.754,40573.656,0.676,0.031,0.046,0.258,0.665,0
4018570,Lukfata,40,OK,41,20,0.041,-0.235,0.040,0.047,0.119,-0.728,0.117,0.146,-0.872,-1.357,-0.303,1.055,58499.148,17499.000,28263.236,0.520,0.027,0.035,0.320,0.618,0
4018630,Luther,40,OK,65,33,-0.002,-0.267,0.024,0.029,-0.017,-0.829,0.071,0.090,-0.188,-0.621,0.153,0.773,63124.793,25328.883,42634.609,0.555,0.070,0.091,0.109,0.730,0
4018700,Madill,40,OK,127,63,0.029,-0.226,0.021,0.024,0.086,-0.695,0.059,0.075,-0.513,-1.193,0.131,1.324,49739.051,18116.740,27319.355,0.576,0.034,0.383,0.168,0.415,0
4018780,Mangum,40,OK,53,26,0.017,-0.241,0.028,0.033,0.042,-0.745,0.083,0.104,-1.665,-1.450,-1.706,-0.257,,15801.310,21943.666,0.436,0.040,0.228,0.003,0.729,0
4018840,Mannford,40,OK,104,52,0.057,-0.221,0.021,0.025,0.161,-0.682,0.062,0.078,-0.164,-0.510,0.105,0.614,66847.367,22152.604,37142.430,0.429,0.005,0.028,0.207,0.760,0
4018990,Marietta,40,OK,70,35,-0.019,-0.278,0.024,0.028,-0.060,-0.862,0.069,0.087,-0.801,-1.156,-0.469,0.687,37499.500,17622.500,28458.611,0.667,0.025,0.362,0.104,0.509,0
4019080,Marlow,40,OK,96,48,0.025,-0.225,0.022,0.025,0.068,-0.697,0.063,0.079,-0.606,-0.785,-0.388,0.397,64499.699,24027.166,36116.281,0.653,0.012,0.054,0.157,0.776,0
4019200,Maryetta,40,OK,59,30,0.012,-0.263,0.025,0.030,0.043,-0.815,0.074,0.093,-0.959,-1.410,-0.483,0.927,48099.379,21764.000,26809.982,0.272,0.000,0.038,0.852,0.110,0
4019440,Mcalester,40,OK,191,96,0.069,-0.170,0.018,0.022,0.193,-0.523,0.053,0.068,-1.129,-1.273,-0.971,0.302,46666.332,20287.988,31664.428,0.464,0.072,0.097,0.257,0.573,0
4019560,Mcloud,40,OK,132,66,0.008,-0.270,0.021,0.024,0.018,-0.838,0.060,0.076,-0.691,-1.384,0.069,1.453,49999.000,21957.184,36210.449,0.470,0.013,0.060,0.203,0.724,0
4019680,Meeker,40,OK,58,29,0.041,-0.232,0.025,0.029,0.117,-0.718,0.071,0.091,-0.246,-1.367,0.622,1.989,49061.688,19184.109,33374.324,0.553,0.013,0.038,0.201,0.748,0
4019800,Merritt,40,OK,51,26,-0.047,-0.325,0.030,0.035,-0.136,-1.005,0.088,0.110,-0.161,-1.023,0.675,1.698,59284.785,20258.049,40368.348,1.037,0.007,0.106,0.041,0.846,0
4019860,Miami,40,OK,180,90,0.029,-0.226,0.019,0.022,0.080,-0.696,0.055,0.070,-1.103,-1.301,-0.919,0.382,41521.434,17041.637,23497.502,0.335,0.010,0.068,0.370,0.552,0
4019950,Midwest City-Del City,40,OK,1046,523,0.004,-0.241,0.015,0.018,0.007,-0.745,0.044,0.055,-0.262,-0.560,0.044,0.605,44744.809,21563.482,29930.941,0.376,0.320,0.086,0.116,0.478,1
4020080,Millwood,40,OK,76,38,-0.042,-0.268,0.024,0.028,-0.134,-0.831,0.068,0.087,-0.212,-0.604,0.278,0.882,50538.406,25470.203,35769.078,0.455,0.962,0.024,0.008,0.006,0
4020100,Minco,40,OK,46,23,0.057,-0.212,0.035,0.041,0.160,-0.654,0.103,0.130,-0.460,-0.874,-0.149,0.725,47041.258,21158.074,32218.656,0.560,0.001,0.077,0.060,0.862,0
4020250,Moore,40,OK,1679,840,0.046,-0.229,0.014,0.017,0.130,-0.708,0.041,0.052,0.483,-0.168,1.154,1.322,65690.797,25567.990,38949.188,0.536,0.078,0.136,0.137,0.648,1
4020280,Mooreland,40,OK,46,23,0.048,-0.224,0.039,0.046,0.134,-0.693,0.115,0.143,0.334,-0.167,0.831,0.999,60499.965,23151.914,37618.523,0.718,0.009,0.062,0.028,0.900,0
4020310,Morris,40,OK,73,37,0.051,-0.208,0.024,0.028,0.143,-0.639,0.068,0.086,-0.146,-0.590,0.292,0.882,61999.867,21011.500,34816.109,0.405,0.036,0.013,0.345,0.606,0
4020340,Morrison,40,OK,45,23,0.054,-0.221,0.039,0.045,0.147,-0.686,0.113,0.142,0.623,0.330,0.885,0.555,72576.086,28278.914,33081.906,0.278,0.017,0.013,0.187,0.783,0
4020550,Mounds,40,OK,49,24,0.050,-0.218,0.029,0.034,0.134,-0.673,0.083,0.106,-0.277,-0.831,0.258,1.089,43849.230,22004.148,32323.754,0.475,0.006,0.046,0.333,0.615,0
4020880,Muldrow,40,OK,114,57,0.042,-0.235,0.021,0.025,0.127,-0.729,0.061,0.077,-1.184,-1.245,-1.101,0.145,52083.125,25613.717,33090.039,0.380,0.017,0.066,0.375,0.542,0
4020970,Muskogee,40,OK,443,222,0.000,-0.256,0.016,0.019,-0.003,-0.793,0.048,0.060,-1.201,-1.563,-0.826,0.737,29898.012,17941.000,26580.365,0.404,0.235,0.120,0.305,0.340,1
4021000,Mustang,40,OK,695,347,0.034,-0.248,0.015,0.018,0.098,-0.766,0.044,0.055,0.735,0.044,1.491,1.447,69302.656,27069.502,42627.535,0.589,0.031,0.094,0.135,0.740,1
4021180,Navajo,40,OK,48,24,0.046,-0.214,0.037,0.043,0.134,-0.659,0.106,0.136,0.292,-0.443,0.988,1.431,62999.797,23428.199,37599.480,0.721,0.011,0.096,0.047,0.846,0
4021510,Newcastle,40,OK,127,64,0.056,-0.250,0.020,0.024,0.167,-0.772,0.059,0.074,0.471,-0.183,1.242,1.424,68964.516,26284.604,45683.625,0.736,0.009,0.074,0.285,0.632,0
4021540,Newkirk,40,OK,56,28,0.031,-0.241,0.027,0.031,0.094,-0.742,0.078,0.099,-0.532,-0.709,-0.288,0.421,44249.152,20901.277,25937.311,0.355,0.015,0.031,0.256,0.698,0
4021600,Ninnekah,40,OK,45,22,0.029,-0.240,0.039,0.045,0.084,-0.742,0.113,0.142,-0.536,-1.283,0.100,1.383,62924.805,18147.889,29004.301,0.600,0.017,0.049,0.107,0.827,0
4021630,Noble,40,OK,210,105,0.031,-0.229,0.018,0.021,0.098,-0.710,0.053,0.067,-0.396,-1.032,0.280,1.312,54999.500,20229.500,30578.457,0.431,0.018,0.047,0.144,0.791,0
4021720,Norman,40,OK,1065,533,-0.001,-0.281,0.015,0.018,-0.004,-0.870,0.043,0.055,0.196,-0.474,0.858,1.332,65580.195,17414.393,24306.662,0.313,0.066,0.110,0.108,0.717,1
4021780,Chisholm,40,OK,70,35,0.082,-0.216,0.024,0.028,0.241,-0.664,0.069,0.087,0.626,-0.178,1.458,1.636,81666.398,26602.939,37999.402,0.353,0.023,0.050,0.045,0.882,0
4021840,North Rock Creek,40,OK,58,29,0.015,-0.270,0.027,0.031,0.045,-0.836,0.078,0.098,-0.532,-0.936,-0.164,0.771,53166.348,21494.938,31458.043,0.479,0.018,0.051,0.350,0.581,0
4021930,Nowata,40,OK,70,35,0.040,-0.226,0.024,0.028,0.123,-0.698,0.069,0.087,-0.488,-1.200,0.319,1.519,34641.926,20387.170,30133.719,0.591,0.056,0.029,0.515,0.400,0
4022350,Oakdale,40,OK,61,30,0.082,-0.234,0.025,0.030,0.232,-0.722,0.074,0.093,2.749,1.454,3.795,2.341,139642.281,36041.457,94939.680,0.781,0.046,0.091,0.059,0.804,0
4022620,Okay,40,OK,41,21,0.002,-0.269,0.040,0.046,0.002,-0.832,0.115,0.144,-1.053,-1.381,-0.595,0.786,45249.949,18048.561,32599.480,0.677,0.039,0.015,0.470,0.476,0
4022770,Oklahoma City,40,OK,3105,1553,0.001,-0.216,0.014,0.017,-0.001,-0.673,0.041,0.052,-0.927,-1.290,-0.583,0.707,30773.359,18850.865,24115.824,0.310,0.273,0.465,0.070,0.193,1
4022800,Okmulgee,40,OK,112,56,-0.054,-0.303,0.021,0.024,-0.156,-0.942,0.061,0.077,-1.364,-1.842,-0.885,0.956,33046.266,18019.199,22203.916,0.256,0.277,0.025,0.364,0.334,0
4022830,Oktaha,40,OK,53,26,0.020,-0.248,0.027,0.032,0.057,-0.767,0.080,0.101,-0.026,-0.499,0.388,0.887,62422.914,20795.137,40967.547,0.937,0.026,0.023,0.488,0.463,0
4023040,Oologah-Talala,40,OK,133,66,0.033,-0.256,0.020,0.023,0.092,-0.789,0.057,0.073,0.272,-0.344,0.937,1.281,79884.422,22948.053,39645.668,0.645,0.005,0.029,0.329,0.636,0
4023280,Owasso,40,OK,690,345,0.058,-0.215,0.015,0.018,0.170,-0.664,0.044,0.055,0.876,-0.005,1.797,1.802,77897.609,27063.836,49779.609,0.693,0.040,0.076,0.198,0.687,1
4023370,Panama,40,OK,54,27,-0.010,-0.288,0.030,0.036,-0.035,-0.892,0.089,0.111,-0.967,-1.510,-0.460,1.050,48374.324,18053.057,29764.672,0.546,0.017,0.043,0.331,0.609,0
4023550,Pauls Valley,40,OK,85,42,0.046,-0.214,0.022,0.026,0.127,-0.659,0.065,0.082,-0.812,-1.198,-0.384,0.815,38570.715,19003.305,23850.811,0.200,0.078,0.136,0.212,0.574,0
4023580,Pawhuska,40,OK,62,31,-0.004,-0.272,0.025,0.029,-0.018,-0.839,0.071,0.091,-0.256,-0.594,0.110,0.704,38332.668,16685.834,25748.643,0.230,0.044,0.009,0.533,0.414,0
4023610,Pawnee,40,OK,53,26,0.016,-0.269,0.027,0.032,0.051,-0.832,0.079,0.100,-0.603,-1.124,-0.094,1.030,43332.668,18779.975,22014.818,0.239,0.028,0.016,0.374,0.582,0
4023800,Perkins-Tryon,40,OK,104,52,0.068,-0.193,0.021,0.025,0.187,-0.596,0.062,0.078,-0.126,-0.555,0.259,0.814,46999.594,21468.391,26995.309,0.280,0.033,0.030,0.143,0.794,0
4023850,Perry,40,OK,84,42,0.091,-0.160,0.023,0.026,0.262,-0.494,0.065,0.083,-0.454,-1.177,0.315,1.492,38832.566,15909.830,28210.564,0.627,0.032,0.046,0.109,0.813,0
4023970,Piedmont,40,OK,221,111,0.061,-0.248,0.018,0.021,0.176,-0.766,0.052,0.065,1.490,1.044,1.962,0.918,91557.305,33046.559,49108.176,0.493,0.042,0.070,0.159,0.730,0
4024150,Pioneer,40,OK,46,23,0.040,-0.228,0.040,0.046,0.113,-0.708,0.117,0.145,-0.380,-1.135,0.145,1.280,56499.348,19710.654,33879.820,0.466,0.028,0.054,0.081,0.838,0
4024240,Plainview,40,OK,109,55,0.055,-0.237,0.021,0.025,0.159,-0.732,0.062,0.078,0.210,-0.040,0.562,0.602,57915.875,26115.367,40546.766,0.527,0.036,0.059,0.164,0.741,0
4024510,Pioneer-Pleasant Vale,40,OK,48,24,0.029,-0.223,0.034,0.040,0.078,-0.691,0.099,0.127,-0.300,-0.781,0.043,0.824,50777.699,18028.635,34614.461,0.706,0.042,0.146,0.027,0.785,0
4024630,Pocola,40,OK,60,30,0.038,-0.260,0.025,0.029,0.112,-0.801,0.072,0.091,-0.920,-1.720,-0.279,1.441,54538.008,17420.906,34004.055,0.914,0.022,0.049,0.174,0.755,0
4024690,Ponca City,40,OK,353,176,0.038,-0.224,0.017,0.020,0.102,-0.690,0.049,0.061,-0.579,-1.167,0.049,1.216,41809.980,17191.605,31671.074,0.615,0.049,0.107,0.206,0.638,0
4024840,Porum,40,OK,45,23,-0.021,-0.306,0.038,0.044,-0.061,-0.948,0.110,0.139,-1.288,-1.654,-1.048,0.606,52249.777,19052.408,21948.373,0.196,0.008,0.011,0.490,0.491,0
4024870,Poteau,40,OK,166,83,0.057,-0.214,0.019,0.022,0.160,-0.659,0.054,0.068,-0.684,-0.946,-0.404,0.542,55262.633,19499.195,27884.938,0.362,0.016,0.122,0.294,0.567,0
4024930,Prague,40,OK,75,38,0.023,-0.237,0.023,0.027,0.068,-0.734,0.067,0.085,-0.998,-1.528,-0.422,1.106,62422.918,22986.818,28869.709,0.422,0.050,0.048,0.142,0.760,0
4025050,Preston,40,OK,47,23,-0.006,-0.293,0.034,0.040,-0.020,-0.910,0.099,0.126,-0.493,-1.123,0.009,1.132,61499.898,18149.740,32722.670,0.547,0.190,0.034,0.350,0.426,0
4025200,Pryor,40,OK,180,90,0.040,-0.248,0.019,0.022,0.111,-0.765,0.055,0.069,-0.654,-1.379,0.094,1.474,56963.590,19259.859,32841.227,0.511,0.010,0.046,0.423,0.521,0
4025230,Purcell,40,OK,101,50,0.021,-0.270,0.022,0.025,0.071,-0.837,0.063,0.080,0.165,-0.689,0.900,1.589,64238.848,20795.137,36934.137,0.645,0.013,0.202,0.168,0.616,0
4025290,Putnam City,40,OK,1345,673,0.010,-0.235,0.015,0.017,0.030,-0.729,0.042,0.053,0.132,-0.280,0.554,0.834,49864.617,22479.588,29705.221,0.325,0.276,0.224,0.085,0.416,1
4025320,Quapaw,40,OK,49,24,0.030,-0.244,0.033,0.039,0.089,-0.756,0.097,0.123,-1.273,-1.534,-0.982,0.551,49332.465,18827.594,24828.615,0.388,0.008,0.010,0.410,0.571,0
4025410,Quinton,40,OK,45,22,0.070,-0.207,0.038,0.044,0.203,-0.638,0.110,0.138,-1.376,-2.333,-0.298,2.035,41166.434,11946.337,36118.199,0.434,0.013,0.013,0.413,0.560,0
4025470,Caney Valley,40,OK,51,26,-0.013,-0.291,0.029,0.034,-0.036,-0.902,0.083,0.105,-0.511,-0.987,-0.001,0.986,43732.586,27944.615,34661.766,0.388,0.011,0.032,0.426,0.531,0
4025500,Rattan,40,OK,45,23,0.031,-0.237,0.039,0.045,0.087,-0.732,0.112,0.142,-1.436,-2.015,-0.860,1.155,32832.766,17160.594,33528.707,0.666,0.007,0.028,0.406,0.559,0
4025920,Ringwood,40,OK,40,20,0.039,-0.216,0.041,0.047,0.111,-0.667,0.118,0.148,0.009,-1.016,0.683,1.699,59665.695,16505.809,33073.711,0.684,0.013,0.323,0.027,0.637,0
4025950,Ripley,40,OK,44,22,0.058,-0.236,0.040,0.046,0.168,-0.731,0.117,0.146,0.164,-0.314,0.575,0.889,59332.398,26403.828,31666.334,0.362,0.015,0.024,0.347,0.614,0
4026310,Roland,40,OK,75,38,0.017,-0.243,0.023,0.027,0.057,-0.757,0.067,0.085,-1.084,-1.729,-0.304,1.425,52333.102,16987.842,29461.723,0.524,0.056,0.059,0.281,0.605,0
4026550,Rush Springs,40,OK,47,23,0.086,-0.173,0.031,0.036,0.252,-0.535,0.089,0.113,-1.155,-1.777,-0.511,1.267,42082.918,17678.500,36162.559,0.896,0.007,0.020,0.077,0.896,0
4026730,Salina,40,OK,61,30,0.049,-0.200,0.025,0.030,0.138,-0.619,0.073,0.092,-1.168,-1.774,-0.435,1.339,36944.055,18035.500,34923.258,0.714,0.004,0.013,0.673,0.309,0
4026790,Sallisaw,40,OK,137,69,-0.015,-0.309,0.021,0.025,-0.037,-0.958,0.061,0.077,-0.904,-1.175,-0.545,0.630,50510.152,18709.832,28143.904,0.476,0.017,0.068,0.476,0.439,0
4026880,Sand Springs,40,OK,366,183,0.027,-0.239,0.016,0.019,0.072,-0.737,0.047,0.060,0.168,-0.290,0.604,0.894,57441.117,24601.221,36413.129,0.434,0.040,0.046,0.202,0.712,0
4026910,Sapulpa,40,OK,267,133,0.032,-0.238,0.017,0.020,0.098,-0.737,0.050,0.064,-0.679,-1.213,0.000,1.213,48124.379,20234.066,34788.520,0.482,0.044,0.055,0.204,0.696,0
4027060,Sayre,40,OK,54,27,0.048,-0.203,0.027,0.031,0.137,-0.628,0.079,0.099,-0.779,-0.332,-1.003,-0.671,63749.750,15997.500,26310.715,0.451,0.018,0.100,0.056,0.826,0
4027240,Seiling,40,OK,44,22,0.036,-0.241,0.041,0.047,0.101,-0.744,0.119,0.148,0.360,-0.402,1.048,1.450,73499.094,18055.332,44165.832,0.883,0.003,0.071,0.138,0.788,0
4027300,Seminole,40,OK,126,63,0.063,-0.200,0.020,0.024,0.189,-0.613,0.058,0.074,-1.215,-1.643,-0.696,0.947,38436.813,16588.561,30614.850,0.592,0.037,0.074,0.273,0.617,0
4027390,Sequoyah,40,OK,98,49,0.083,-0.190,0.021,0.025,0.243,-0.588,0.061,0.078,0.077,-0.278,0.274,0.552,68774.414,22177.699,39633.219,0.558,0.006,0.023,0.383,0.588,0
4027570,Shawnee,40,OK,261,131,0.002,-0.243,0.018,0.021,0.007,-0.748,0.051,0.064,-1.118,-1.344,-0.831,0.513,34046.809,17447.852,21897.762,0.266,0.073,0.096,0.248,0.583,0
4027640,Silo,40,OK,55,27,0.037,-0.217,0.026,0.031,0.098,-0.674,0.076,0.097,-0.702,-0.677,-0.718,-0.040,38674.941,17844.414,27587.201,0.338,0.007,0.044,0.381,0.568,0
4027750,Skiatook,40,OK,179,89,0.015,-0.275,0.019,0.022,0.044,-0.845,0.055,0.069,-0.230,-0.980,0.538,1.518,61220.848,17507.572,35724.855,0.536,0.012,0.021,0.324,0.643,0
4027930,Snyder,40,OK,48,24,0.039,-0.204,0.040,0.046,0.114,-0.632,0.115,0.145,-1.586,-2.211,-0.961,1.250,31999.602,15654.500,23124.750,0.577,0.056,0.217,0.044,0.683,0
4027960,Soper,40,OK,41,21,0.005,-0.264,0.040,0.047,0.012,-0.818,0.117,0.147,-1.085,-1.418,-0.705,0.713,47249.551,23428.199,24959.953,0.217,0.025,0.021,0.465,0.488,0
4027990,South Rock Creek,40,OK,44,22,0.021,-0.253,0.038,0.044,0.062,-0.780,0.112,0.140,-0.491,-0.731,-0.288,0.443,63749.750,17342.813,29203.703,0.496,0.022,0.015,0.269,0.694,0
4028170,Sperry,40,OK,93,47,-0.004,-0.264,0.022,0.026,-0.013,-0.814,0.064,0.081,0.395,0.105,0.611,0.505,85170.047,29232.729,41716.324,0.528,0.007,0.065,0.350,0.578,0
4028200,Spiro,40,OK,85,43,0.089,-0.164,0.022,0.026,0.254,-0.498,0.064,0.081,-1.779,-2.442,-1.231,1.210,35694.305,18919.186,32155.125,0.280,0.093,0.041,0.282,0.583,0
4028620,Stidham,40,OK,58,29,0.002,-0.257,0.041,0.047,0.002,-0.797,0.117,0.148,-2.002,-1.615,-2.047,-0.432,,16249.501,14820.500,0.044,0.037,0.043,0.334,0.586,0
4028650,Stigler,40,OK,97,48,-0.024,-0.293,0.022,0.026,-0.068,-0.908,0.065,0.082,-1.023,-1.281,-0.667,0.614,50999.902,19787.221,28939.891,0.291,0.002,0.038,0.285,0.675,0
4028680,Stillwater,40,OK,400,200,0.019,-0.253,0.017,0.020,0.054,-0.782,0.049,0.061,-0.575,-0.858,-0.281,0.577,59399.059,10823.438,13545.572,0.263,0.060,0.068,0.106,0.766,1
4028710,Stilwell,40,OK,68,34,0.047,-0.197,0.024,0.028,0.135,-0.609,0.069,0.088,-1.559,-2.202,-0.928,1.273,28635.637,16819.924,22567.541,0.485,0.003,0.164,0.581,0.251,0
4028800,Stonewall,40,OK,41,21,0.023,-0.247,0.042,0.048,0.063,-0.766,0.121,0.149,-0.714,-0.965,-0.483,0.482,32499.498,17994.594,28087.619,0.429,0.016,0.013,0.415,0.556,0
4028980,Stratford,40,OK,55,27,0.081,-0.152,0.028,0.033,0.226,-0.466,0.081,0.103,-1.243,-1.376,-0.971,0.404,41699.660,20035.197,30229.547,0.404,0.012,0.015,0.295,0.678,0
4029040,Strother,40,OK,49,25,0.006,-0.240,0.041,0.047,0.015,-0.741,0.118,0.148,-1.498,-1.861,-1.071,0.790,42999.398,20624.750,27499.500,0.512,0.012,0.080,0.223,0.685,0
4029070,Stroud,40,OK,60,30,-0.027,-0.295,0.025,0.030,-0.074,-0.913,0.073,0.092,-0.817,-1.218,-0.185,1.033,42999.402,13370.863,35983.410,1.061,0.026,0.018,0.152,0.804,0
4029160,Sulphur,40,OK,104,52,0.001,-0.280,0.021,0.025,0.012,-0.867,0.062,0.078,-0.744,-1.386,-0.141,1.246,37403.367,20215.432,34914.430,0.581,0.009,0.089,0.285,0.617,0
4029380,Tahlequah,40,OK,222,111,0.011,-0.257,0.018,0.022,0.038,-0.797,0.054,0.068,-1.299,-1.529,-1.087,0.442,36018.316,13448.416,19793.727,0.231,0.022,0.154,0.549,0.275,0
4029400,Talihina,40,OK,50,25,0.062,-0.193,0.031,0.036,0.183,-0.594,0.090,0.113,-1.734,-1.365,-2.084,-0.719,33082.715,21874.252,19082.701,-0.077,0.011,0.020,0.601,0.368,0
4029610,Tecumseh,40,OK,152,76,0.041,-0.230,0.020,0.023,0.114,-0.710,0.057,0.071,-0.746,-1.363,-0.115,1.248,37624.473,22026.500,30606.674,0.468,0.027,0.057,0.314,0.602,0
4029670,Tenkiller,40,OK,42,21,0.052,-0.220,0.040,0.046,0.152,-0.678,0.116,0.146,-1.520,-1.796,-1.123,0.673,,24053.432,24190.500,0.186,0.002,0.010,0.769,0.219,0
4030060,Tishomingo,40,OK,63,31,0.036,-0.239,0.025,0.029,0.104,-0.733,0.071,0.090,-0.858,-1.811,-0.051,1.760,29124.176,15149.940,37499.504,0.714,0.027,0.037,0.329,0.608,0
4030120,Tonkawa,40,OK,54,27,0.060,-0.190,0.027,0.032,0.182,-0.585,0.079,0.100,-0.671,-0.811,-0.496,0.315,49374.125,17590.873,19075.457,0.098,0.012,0.094,0.272,0.622,0
